"","ensembl_gene_id","entrezgene_id","mgi_symbol","gene_biotype","chromosome_name","start_position","end_position"
"16607","ENSMUSG00000023968",114570,"Crip3","protein_coding","17",46739852,46742702
"16608","ENSMUSG00000090862",68052,"Rps13","protein_coding","7",115930740,115933430
"16609","ENSMUSG00000040606",71529,"Kazn","protein_coding","4",141829701,142205056
"16610","ENSMUSG00000040843",226591,"Tiprl","protein_coding","1",165039855,165064565
"16611","ENSMUSG00000032434",67213,"Cmtm6","protein_coding","9",114560184,114578412
"16612","ENSMUSG00000032436",102545,"Cmtm7","protein_coding","9",114585904,114610924
"16613","ENSMUSG00000040836",240888,"Gpr161","protein_coding","1",165123358,165154314
"16614","ENSMUSG00000034538",232854,"Zfp418","protein_coding","7",7174329,7186561
"16615","ENSMUSG00000066838",232855,"Zfp772","protein_coding","7",7205116,7212997
"16616","ENSMUSG00000026307",50880,"Scly","protein_coding","1",91226060,91248797
"16617","ENSMUSG00000041012",70031,"Cmtm8","protein_coding","9",114618413,114673224
"16618","ENSMUSG00000018909",109689,"Arrb1","protein_coding","7",99184673,99255978
"16619","ENSMUSG00000050627",333433,"Gpd1l","protein_coding","9",114728409,114763055
"16620","ENSMUSG00000036196",224661,"Slc26a8","protein_coding","17",28856757,28909207
"16621","ENSMUSG00000029524",75387,"Sirt4","protein_coding","5",115616069,115622784
"16622","ENSMUSG00000028944",108099,"Prkag2","protein_coding","5",25067742,25305640
"16623","ENSMUSG00000027933",229543,"Ints3","protein_coding","3",90298695,90340929
"16624","ENSMUSG00000028251",77032,"Tstd3","protein_coding","4",21757382,21767212
"16625","ENSMUSG00000032714",71709,"Syde1","protein_coding","10",78420337,78427798
"16626","ENSMUSG00000042499",15431,"Hoxd11","protein_coding","2",74509901,74517360
"16627","ENSMUSG00000028426",19359,"Rad23b","protein_coding","4",55350043,55392237
"16628","ENSMUSG00000040875",74486,"Osbpl10","protein_coding","9",114807637,115061293
"16629","ENSMUSG00000040495",12672,"Chrm4","protein_coding","2",91757594,91759033
"16630","ENSMUSG00000050368",15430,"Hoxd10","protein_coding","2",74522268,74525449
"16631","ENSMUSG00000071185",257883,"Olfr1357","protein_coding","10",78446837,78453908
"16632","ENSMUSG00000049515",227357,"Espnl","protein_coding","1",91249797,91276028
"16633","ENSMUSG00000043342",15438,"Hoxd9","protein_coding","2",74528071,74530552
"16634","ENSMUSG00000067144",108114,"Slc22a7","protein_coding","17",46743109,46749383
"16635","ENSMUSG00000005355",12365,"Casp14","protein_coding","10",78547825,78554128
"16636","ENSMUSG00000026571",74106,"Dcaf6","protein_coding","1",165156267,165288044
"16637","ENSMUSG00000074037",17199,"Mc1r","protein_coding","8",124133846,124137483
"16638","ENSMUSG00000003032",16600,"Klf4","protein_coding","4",55527143,55532466
"16639","ENSMUSG00000027102",15437,"Hoxd8","protein_coding","2",74534959,74538277
"16640","ENSMUSG00000062380",22152,"Tubb3","protein_coding","8",124138163,124148754
"16641","ENSMUSG00000079277",15434,"Hoxd3","protein_coding","2",74542271,74578786
"16642","ENSMUSG00000050621",100043813,"Rps27rt","protein_coding","9",114811434,114811807
"16643","ENSMUSG00000028248",66625,"Pnisr","protein_coding","4",21847583,21876475
"16644","ENSMUSG00000032437",68292,"Stt3b","protein_coding","9",115071649,115139489
"16645","ENSMUSG00000001482",23854,"Def8","protein_coding","8",124150266,124190009
"16646","ENSMUSG00000027646",20779,"Src","protein_coding","2",157260364,157313782
"16647","ENSMUSG00000078442",70976,"Ccdc105","protein_coding","10",78582760,78588899
"16648","ENSMUSG00000015599",106763,"Ttbk1","protein_coding","17",46753374,46798601
"16649","ENSMUSG00000005357",20513,"Slc1a6","protein_coding","10",78616330,78650599
"16650","ENSMUSG00000026308",70788,"Klhl30","protein_coding","1",91278738,91290138
"16651","ENSMUSG00000052698",70549,"Tln2","protein_coding","9",67124369,67466985
"16652","ENSMUSG00000040658",381101,"Dnph1","protein_coding","17",46807637,46810550
"16653","ENSMUSG00000096606",100503386,"Tpbgl","protein_coding","7",99273289,99276310
"16654","ENSMUSG00000110105",NA,"Gm45844","protein_coding","7",7216016,7281288
"16655","ENSMUSG00000026616",12902,"Cr2","protein_coding","1",194819119,194859024
"16656","ENSMUSG00000040327",78309,"Cul9","protein_coding","17",46811498,46857314
"16657","ENSMUSG00000051190",258305,"Olfr1356","protein_coding","10",78680886,78688000
"16658","ENSMUSG00000062873",257734,"Olfr1355","protein_coding","10",78711374,78718100
"16659","ENSMUSG00000094673",259163,"Olfr1354","protein_coding","10",78749005,78756233
"16660","ENSMUSG00000094080",18372,"Olfr8","protein_coding","10",78786470,78794212
"16661","ENSMUSG00000095730",76229,"Vmn2r29","protein_coding","7",7234326,7250327
"16662","ENSMUSG00000042774",259044,"Olfr1353","protein_coding","10",78799143,78807172
"16663","ENSMUSG00000046493",259074,"Olfr1352","protein_coding","10",78816884,78823737
"16664","ENSMUSG00000027667",67778,"Zfp639","protein_coding","3",32564408,32574982
"16665","ENSMUSG00000063216",259042,"Olfr1351","protein_coding","10",78848306,78855479
"16666","ENSMUSG00000030849",14183,"Fgfr2","protein_coding","7",129764181,132725079
"16667","ENSMUSG00000060205",18357,"Olfr57","protein_coding","10",78864575,78872108
"16668","ENSMUSG00000060301",72128,"2610008E11Rik","protein_coding","10",78900208,78933434
"16669","ENSMUSG00000091888",624765,"Vmn2r80","protein_coding","10",78984603,79030846
"16670","ENSMUSG00000070980",11471,"Actl7b","protein_coding","4",56740005,56741443
"16671","ENSMUSG00000055515",216144,"Vmn2r81","protein_coding","10",79083526,79130369
"16672","ENSMUSG00000096930",NA,"Gm26657","protein_coding","4",56740070,56741377
"16673","ENSMUSG00000070979",11470,"Actl7a","protein_coding","4",56743413,56744925
"16674","ENSMUSG00000028247",230027,"Coq3","protein_coding","4",21879673,21912162
"16675","ENSMUSG00000026568",70456,"Mpc2","protein_coding","1",165288206,165308783
"16676","ENSMUSG00000027931",18160,"Npr1","protein_coding","3",90357898,90373173
"16677","ENSMUSG00000101174",15436,"Hoxd4","protein_coding","2",74542273,74559504
"16678","ENSMUSG00000091468",624845,"Vmn2r82","protein_coding","10",79192354,79233683
"16679","ENSMUSG00000000204",20558,"Slfn4","protein_coding","11",83066012,83081042
"16680","ENSMUSG00000100642",NA,"Gm28230","protein_coding","2",74557072,74578262
"16681","ENSMUSG00000047443",227358,"Erfe","protein_coding","1",91294152,91301939
"16682","ENSMUSG00000091381",625029,"Vmn2r83","protein_coding","10",79304565,79329419
"16683","ENSMUSG00000028246",76132,"Faxc","protein_coding","4",21931329,21996839
"16684","ENSMUSG00000067787",53619,"Blcap","protein_coding","2",157398282,157413194
"16685","ENSMUSG00000028938",67909,"Galntl5","protein_coding","5",25386458,25425295
"16686","ENSMUSG00000052151",50784,"Plpp2","protein_coding","10",79362264,79369630
"16687","ENSMUSG00000026463",381290,"Atp2b4","protein_coding","1",133627195,133728779
"16688","ENSMUSG00000042448",15429,"Hoxd1","protein_coding","2",74593324,74595486
"16689","ENSMUSG00000020332",74847,"Meikin","protein_coding","11",54261478,54317616
"16690","ENSMUSG00000027099",53375,"Mtx2","protein_coding","2",74656147,74708775
"16691","ENSMUSG00000040410",269514,"Fbxl4","protein_coding","4",22357543,22434091
"16692","ENSMUSG00000027668",67414,"Mfn1","protein_coding","3",32583614,32633388
"16693","ENSMUSG00000029528",19303,"Pxn","protein_coding","5",115644735,115694046
"16694","ENSMUSG00000018986",20557,"Slfn3","protein_coding","11",83082156,83105980
"16695","ENSMUSG00000039515",110854,"Ptpa","protein_coding","2",30306051,30337818
"16696","ENSMUSG00000015605",20807,"Srf","protein_coding","17",46859255,46867101
"16697","ENSMUSG00000095139",18992,"Pou3f2","protein_coding","4",22482780,22488366
"16698","ENSMUSG00000028431",230233,"Elp1","protein_coding","4",56749680,56802331
"16699","ENSMUSG00000042570",70427,"Mier2","protein_coding","10",79376079,79391033
"16700","ENSMUSG00000023972",71461,"Ptk7","protein_coding","17",46875397,46940430
"16701","ENSMUSG00000082101",237890,"Slfn14","protein_coding","11",83165936,83177552
"16702","ENSMUSG00000005237",327954,"Dnah2","protein_coding","11",69311635,69439936
"16703","ENSMUSG00000040220",104346,"Gas8","protein_coding","8",124245573,124263389
"16704","ENSMUSG00000003546",74764,"Klc4","protein_coding","17",46941550,46956948
"16705","ENSMUSG00000001016",67781,"Ilf2","protein_coding","3",90383433,90395686
"16706","ENSMUSG00000002767",27398,"Mrpl2","protein_coding","17",46957155,46961065
"16707","ENSMUSG00000039960",69581,"Rhou","protein_coding","8",124380668,124390623
"16708","ENSMUSG00000067786",18111,"Nnat","protein_coding","2",157401998,157404442
"16709","ENSMUSG00000019478",19341,"Rab4a","protein_coding","8",124532724,124562026
"16710","ENSMUSG00000053436",26416,"Mapk14","protein_coding","17",28910303,28967380
"16711","ENSMUSG00000020307",216150,"Cdc34","protein_coding","10",79518029,79524232
"16712","ENSMUSG00000001018",20615,"Snapin","protein_coding","3",90395333,90398340
"16713","ENSMUSG00000027239",17242,"Mdk","protein_coding","2",91760150,91762642
"16714","ENSMUSG00000031971",73420,"Ccsap","protein_coding","8",124567570,124586948
"16715","ENSMUSG00000059857",80883,"Ntng1","protein_coding","3",109687356,110051327
"16716","ENSMUSG00000031972",11459,"Acta1","protein_coding","8",124618508,124621490
"16717","ENSMUSG00000035992",216742,"Fnip1","protein_coding","11",54329025,54409061
"16718","ENSMUSG00000054206",16904,"Gzmm","protein_coding","10",79524854,79531095
"16719","ENSMUSG00000038827",230234,"Abitram","protein_coding","4",56802345,56809601
"16720","ENSMUSG00000039509",234865,"Nup133","protein_coding","8",124623862,124676004
"16721","ENSMUSG00000023175",12215,"Bsg","protein_coding","10",79540325,79547803
"16722","ENSMUSG00000055204",81702,"Ankrd17","protein_coding","5",90375025,90514436
"16723","ENSMUSG00000038816",54366,"Ctnnal1","protein_coding","4",56810935,56865188
"16724","ENSMUSG00000018733",103737,"Pex12","protein_coding","11",83185468,83193412
"16725","ENSMUSG00000027200",214968,"Sema6d","protein_coding","2",123931889,124509690
"16726","ENSMUSG00000031974",56199,"Abcb10","protein_coding","8",124679198,124709861
"16727","ENSMUSG00000020331",15166,"Hcn2","protein_coding","10",79552468,79571942
"16728","ENSMUSG00000010453",226976,"Kansl3","protein_coding","1",36374811,36408262
"16729","ENSMUSG00000078632",237954,"Lrrc37a","protein_coding","11",103341535,103395423
"16730","ENSMUSG00000038697",102162,"Taf5l","protein_coding","8",124723057,124748136
"16731","ENSMUSG00000020329",216151,"Polrmt","protein_coding","10",79571957,79582415
"16732","ENSMUSG00000034239",380730,"Gm884","protein_coding","11",103425403,103511966
"16733","ENSMUSG00000091956",75697,"C2cd4b","protein_coding","9",67666719,67668212
"16734","ENSMUSG00000049300",99890,"Prmt6","protein_coding","3",110153425,110158314
"16735","ENSMUSG00000047990",244911,"C2cd4a","protein_coding","9",67737771,67739612
"16736","ENSMUSG00000045751",212377,"Mms22l","protein_coding","4",24496451,24602950
"16737","ENSMUSG00000027669",14696,"Gnb4","protein_coding","3",32634481,32670734
"16738","ENSMUSG00000035284",320528,"Vps13c","protein_coding","9",67747678,67902920
"16739","ENSMUSG00000031976",382038,"Urb2","protein_coding","8",124748247,124775244
"16740","ENSMUSG00000020945",69444,"Lyzl6","protein_coding","11",103521896,103529716
"16741","ENSMUSG00000046215",104582,"Rprml","protein_coding","11",103540396,103541405
"16742","ENSMUSG00000020946",56494,"Gosr2","protein_coding","11",103567675,103588724
"16743","ENSMUSG00000089704",108148,"Galnt2","protein_coding","8",124958130,125072463
"16744","ENSMUSG00000018486",22412,"Wnt9b","protein_coding","11",103618190,103640647
"16745","ENSMUSG00000000125",22415,"Wnt3","protein_coding","11",103664976,103708783
"16746","ENSMUSG00000034187",18195,"Nsf","protein_coding","11",103712608,103844882
"16747","ENSMUSG00000050751",209966,"Pgbd5","protein_coding","8",125095788,125166397
"16748","ENSMUSG00000074268",109959,"Amy2a5","protein_coding","3",113154494,113166153
"16749","ENSMUSG00000010311",269120,"Optc","protein_coding","1",133824937,133835737
"16750","ENSMUSG00000031979",76332,"Cog2","protein_coding","8",125247506,125278747
"16751","ENSMUSG00000001017",66511,"Chtop","protein_coding","3",90406263,90416805
"16752","ENSMUSG00000020327",67112,"Fgf22","protein_coding","10",79590910,79594430
"16753","ENSMUSG00000037432",100534273,"Fer1l5","protein_coding","1",36411372,36461191
"16754","ENSMUSG00000035890",70294,"Rnf126","protein_coding","10",79594349,79602786
"16755","ENSMUSG00000020325",83554,"Fstl3","protein_coding","10",79613106,79618464
"16756","ENSMUSG00000031980",11606,"Agt","protein_coding","8",125283273,125296445
"16757","ENSMUSG00000055296",242474,"Tmem245","protein_coding","4",56866923,56947437
"16758","ENSMUSG00000020323",73106,"Prss57","protein_coding","10",79617308,79626795
"16759","ENSMUSG00000117145",NA,"Gm4356","protein_coding","17",28945057,28945674
"16760","ENSMUSG00000062421",11841,"Arf2","protein_coding","11",103857565,103876163
"16761","ENSMUSG00000038545",66515,"Cul7","protein_coding","17",46961263,46975290
"16762","ENSMUSG00000031610",20284,"Scrg1","protein_coding","8",57908957,57930619
"16763","ENSMUSG00000041577",116847,"Prelp","protein_coding","1",133838042,133849152
"16764","ENSMUSG00000031609",60406,"Sap30","protein_coding","8",57935741,57940894
"16765","ENSMUSG00000035863",18483,"Palm","protein_coding","10",79629406,79656730
"16766","ENSMUSG00000026309",67444,"Ilkap","protein_coding","1",91301583,91326537
"16767","ENSMUSG00000054717",97165,"Hmgb2","protein_coding","8",57964941,57969033
"16768","ENSMUSG00000096770",100043684,"Amy2a4","protein_coding","3",113187159,113198765
"16769","ENSMUSG00000038072",231050,"Galnt11","protein_coding","5",25426902,25470916
"16770","ENSMUSG00000031608",108150,"Galnt7","protein_coding","8",57976862,58106066
"16771","ENSMUSG00000018634",12921,"Crhr1","protein_coding","11",104023681,104066349
"16772","ENSMUSG00000093931",100043686,"Amy2a3","protein_coding","3",113219771,113231368
"16773","ENSMUSG00000045589",230235,"Frrs1l","protein_coding","4",56957173,56990391
"16774","ENSMUSG00000044080",20193,"S100a1","protein_coding","3",90418341,90421699
"16775","ENSMUSG00000028434",54357,"Epb41l4b","protein_coding","4",56991972,57143437
"16776","ENSMUSG00000042312",20196,"S100a13","protein_coding","3",90421742,90431888
"16777","ENSMUSG00000096569",100043688,"Amy2a2","protein_coding","3",113252371,113263974
"16778","ENSMUSG00000049506",237958,"Sppl2c","protein_coding","11",104077153,104081989
"16779","ENSMUSG00000032238",19883,"Rora","protein_coding","9",68561068,69295528
"16780","ENSMUSG00000037533",192786,"Rapgef6","protein_coding","11",54413673,54590111
"16781","ENSMUSG00000027671",56456,"Actl6a","protein_coding","3",32760447,32781122
"16782","ENSMUSG00000054116",NA,"E130116L18Rik","protein_coding","5",25427846,25428151
"16783","ENSMUSG00000067274",11837,"Rplp0","protein_coding","5",115697526,115701786
"16784","ENSMUSG00000035852",78906,"Misp","protein_coding","10",79656823,79666324
"16785","ENSMUSG00000067071",55927,"Hes6","protein_coding","1",91339205,91341760
"16786","ENSMUSG00000040387",212390,"Klhl32","protein_coding","4",24612554,24851124
"16787","ENSMUSG00000031767",67528,"Nudt7","protein_coding","8",114860297,114881479
"16788","ENSMUSG00000035722",27403,"Abca7","protein_coding","10",79832328,79851406
"16789","ENSMUSG00000032235",93697,"Ice2","protein_coding","9",69305188,69340404
"16790","ENSMUSG00000001143",214895,"Lman2l","protein_coding","1",36458952,36484352
"16791","ENSMUSG00000029368",11657,"Alb","protein_coding","5",90608756,90624461
"16792","ENSMUSG00000004677",17925,"Myo9b","protein_coding","8",71725358,71813357
"16793","ENSMUSG00000004864",26415,"Mapk13","protein_coding","17",28988271,28999207
"16794","ENSMUSG00000070360",NA,"Amy2a1","protein_coding","3",113323052,113326077
"16795","ENSMUSG00000042306",66166,"S100a14","protein_coding","3",90434163,90436144
"16796","ENSMUSG00000028261",68493,"Ndufaf4","protein_coding","4",24898083,24905001
"16797","ENSMUSG00000037408",94220,"Cnnm4","protein_coding","1",36510701,36547845
"16798","ENSMUSG00000054932",11576,"Afp","protein_coding","5",90638596,90656766
"16799","ENSMUSG00000032231",12306,"Anxa2","protein_coding","9",69360902,69399077
"16800","ENSMUSG00000074457",67860,"S100a16","protein_coding","3",90444561,90450458
"16801","ENSMUSG00000055866",18627,"Per2","protein_coding","1",91343704,91387046
"16802","ENSMUSG00000038764",545622,"Ptpn3","protein_coding","4",57190841,57301837
"16803","ENSMUSG00000094018",628324,"S100a2","protein_coding","3",90467670,90498838
"16804","ENSMUSG00000029369",280662,"Afm","protein_coding","5",90666791,90701402
"16805","ENSMUSG00000001021",20197,"S100a3","protein_coding","3",90491966,90510009
"16806","ENSMUSG00000105518",NA,"Gm42674","protein_coding","3",90509211,90513192
"16807","ENSMUSG00000074264",11722,"Amy1","protein_coding","3",113349359,113400348
"16808","ENSMUSG00000034292",74019,"Traf3ip1","protein_coding","1",91422369,91457029
"16809","ENSMUSG00000059246",64290,"Foxb1","protein_coding","9",69664992,69668222
"16810","ENSMUSG00000040372",81006,"Gpr63","protein_coding","4",24966407,25009233
"16811","ENSMUSG00000011958",12175,"Bnip2","protein_coding","9",69896748,69915599
"16812","ENSMUSG00000023971",224823,"Rrp36","protein_coding","17",46977250,46985278
"16813","ENSMUSG00000041638",231659,"Gcn1","protein_coding","5",115703313,115760713
"16814","ENSMUSG00000028259",57756,"Fhl5","protein_coding","4",25199908,25242876
"16815","ENSMUSG00000035697",70719,"Arhgap45","protein_coding","10",79852487,79867306
"16816","ENSMUSG00000001020",20198,"S100a4","protein_coding","3",90511078,90513352
"16817","ENSMUSG00000001138",94218,"Cnnm3","protein_coding","1",36550948,36567318
"16818","ENSMUSG00000063576",71765,"Klhdc3","protein_coding","17",46985476,46991840
"16819","ENSMUSG00000001023",20199,"S100a5","protein_coding","3",90515830,90519087
"16820","ENSMUSG00000001025",20200,"S100a6","protein_coding","3",90520189,90531488
"16821","ENSMUSG00000089762",72500,"Ier5l","protein_coding","2",30361549,30364231
"16822","ENSMUSG00000090053",677884,"Pakap","protein_coding","4",57434247,57712016
"16823","ENSMUSG00000047363",78617,"Cstad","protein_coding","2",30485052,30498955
"16824","ENSMUSG00000063767",381493,"S100a7a","protein_coding","3",90561324,90565976
"16825","ENSMUSG00000052298",72729,"Cdc42se2","protein_coding","11",54608282,54678501
"16826","ENSMUSG00000056054",20201,"S100a8","protein_coding","3",90576285,90577342
"16827","ENSMUSG00000056071",20202,"S100a9","protein_coding","3",90599939,90603028
"16828","ENSMUSG00000089945",677884,"Pakap","protein_coding","4",57568179,57896982
"16829","ENSMUSG00000042250",384997,"Pglyrp4","protein_coding","3",90634213,90648824
"16830","ENSMUSG00000027649",66642,"Ctnnbl1","protein_coding","2",157579321,157733534
"16831","ENSMUSG00000040359",67490,"Ufl1","protein_coding","4",25248600,25281821
"16832","ENSMUSG00000002768",17256,"Mea1","protein_coding","17",46989719,46994037
"16833","ENSMUSG00000035152",71770,"Ap2b1","protein_coding","11",83189850,83295861
"16834","ENSMUSG00000026311",65247,"Asb1","protein_coding","1",91468266,91487311
"16835","ENSMUSG00000096621",NA,"Gm5849","protein_coding","3",90683126,90685187
"16836","ENSMUSG00000033543",235459,"Gtf2a2","protein_coding","9",69919832,69930148
"16837","ENSMUSG00000091175",229550,"S100a7l2","protein_coding","3",90995444,90998110
"16838","ENSMUSG00000042244",242100,"Pglyrp3","protein_coding","3",91921890,91938889
"16839","ENSMUSG00000037843",277432,"Vstm2l","protein_coding","2",157756573,157786639
"16840","ENSMUSG00000059409",21770,"Ppp2r5d","protein_coding","17",46993917,47016037
"16841","ENSMUSG00000035183",317750,"Slc24a5","protein_coding","2",124910044,124930597
"16842","ENSMUSG00000043165",16939,"Lor","protein_coding","3",91987578,91990449
"16843","ENSMUSG00000007805",13345,"Twist2","protein_coding","1",91729183,91775750
"16844","ENSMUSG00000056270",109314,"Prr9","protein_coding","3",92029511,92031254
"16845","ENSMUSG00000027927",69332,"Lelp1","protein_coding","3",92042304,92050051
"16846","ENSMUSG00000026567",271639,"Adcy10","protein_coding","1",165312752,165404343
"16847","ENSMUSG00000027650",75425,"Tti1","protein_coding","2",157823723,157870353
"16848","ENSMUSG00000078664",20755,"Sprr2a1","protein_coding","3",92123106,92129218
"16849","ENSMUSG00000068893",100303744,"Sprr2a2","protein_coding","3",92123227,92164031
"16850","ENSMUSG00000046259",20762,"Sprr2h","protein_coding","3",92292992,92294631
"16851","ENSMUSG00000070690",622307,"Albfm1","protein_coding","5",90708966,90745730
"16852","ENSMUSG00000042157",20763,"Sprr2i","protein_coding","3",92315298,92316578
"16853","ENSMUSG00000063952",268936,"Brpf3","protein_coding","17",29020064,29058923
"16854","ENSMUSG00000027925",NA,"Sprr2j-ps","protein_coding","3",92325389,92326703
"16855","ENSMUSG00000032226",72077,"Gcnt3","protein_coding","9",69938778,69945370
"16856","ENSMUSG00000042165",NA,"Gm9774","protein_coding","3",92335339,92336730
"16857","ENSMUSG00000059005",229279,"Hnrnpa3","protein_coding","2",75489605,75499751
"16858","ENSMUSG00000054215",20765,"Sprr2k","protein_coding","3",92339889,92341232
"16859","ENSMUSG00000048455",20754,"Sprr1b","protein_coding","3",92344116,92346096
"16860","ENSMUSG00000039607",207181,"Rbms3","protein_coding","9",116401814,117701749
"16861","ENSMUSG00000029518",77407,"Rab35","protein_coding","5",115769967,115785795
"16862","ENSMUSG00000045539",20766,"Sprr3","protein_coding","3",92363809,92366027
"16863","ENSMUSG00000038729",677884,"Pakap","protein_coding","4",57717657,57896984
"16864","ENSMUSG00000050359",20753,"Sprr1a","protein_coding","3",92391259,92393202
"16865","ENSMUSG00000045566",229562,"Sprr4","protein_coding","3",92407570,92407800
"16866","ENSMUSG00000102308",NA,"2310046K23Rik","protein_coding","3",92439812,92441818
"16867","ENSMUSG00000031558",20563,"Slit2","protein_coding","5",48140480,48465075
"16868","ENSMUSG00000027981",67225,"Rnpc3","protein_coding","3",113398716,113423798
"16869","ENSMUSG00000015839",18024,"Nfe2l2","protein_coding","2",75505857,75534985
"16870","ENSMUSG00000004667",66420,"Polr2e","protein_coding","10",79871783,79875629
"16871","ENSMUSG00000052117",242484,"D630039A03Rik","protein_coding","4",57908483,57916297
"16872","ENSMUSG00000044320",73598,"1700001O22Rik","protein_coding","2",30684781,30693673
"16873","ENSMUSG00000055373",14348,"Fut9","protein_coding","4",25609332,25800244
"16874","ENSMUSG00000028367",22166,"Txn1","protein_coding","4",57943373,57956411
"16875","ENSMUSG00000075706",625249,"Gpx4","protein_coding","10",79883000,79892273
"16876","ENSMUSG00000040520",242362,"Manea","protein_coding","4",26324506,26346891
"16877","ENSMUSG00000038709",67402,"Txndc8","protein_coding","4",57984027,58009124
"16878","ENSMUSG00000002763",224824,"Pex6","protein_coding","17",47022389,47036467
"16879","ENSMUSG00000036882",233071,"Arhgap33","protein_coding","7",30221651,30234485
"16880","ENSMUSG00000028369",64817,"Svep1","protein_coding","4",58042442,58206859
"16881","ENSMUSG00000049128",16447,"Ivl","protein_coding","3",92478209,92481042
"16882","ENSMUSG00000027520",73884,"Zdbf2","protein_coding","1",63312424,63353735
"16883","ENSMUSG00000002769",14711,"Gnmt","protein_coding","17",47036590,47040094
"16884","ENSMUSG00000074435",17235,"Smcp","protein_coding","3",92491174,92496304
"16885","ENSMUSG00000035673",216161,"Sbno2","protein_coding","10",79892826,79941405
"16886","ENSMUSG00000103523",NA,"2210017I01Rik","protein_coding","3",92512025,92514799
"16887","ENSMUSG00000086848",78382,"Lce6a","protein_coding","3",92527388,92528967
"16888","ENSMUSG00000043286",433091,"Pnpla1","protein_coding","17",29077385,29109283
"16889","ENSMUSG00000027651",70470,"Rprd1b","protein_coding","2",157870417,157974217
"16890","ENSMUSG00000057609",67127,"Lce1a1","protein_coding","3",92553842,92555614
"16891","ENSMUSG00000067653",78321,"Ankrd23","protein_coding","1",36569269,36575964
"16892","ENSMUSG00000027923",68720,"Lce1b","protein_coding","3",92562957,92564233
"16893","ENSMUSG00000068890",73722,"Lce1a2","protein_coding","3",92575920,92577622
"16894","ENSMUSG00000042092",73719,"Lce1c","protein_coding","3",92586554,92588225
"16895","ENSMUSG00000020268",75530,"Lyrm7","protein_coding","11",54717692,54751742
"16896","ENSMUSG00000048905",207819,"Bnip5","protein_coding","17",29115366,29134298
"16897","ENSMUSG00000103243",69611,"Lce1d","protein_coding","3",92592806,92594517
"16898","ENSMUSG00000068889",68694,"Lce1e","protein_coding","3",92614708,92616381
"16899","ENSMUSG00000042124",67828,"Lce1f","protein_coding","3",92625992,92627657
"16900","ENSMUSG00000103084",NA,"Gm38119","protein_coding","3",92644958,92646403
"16901","ENSMUSG00000027919",66195,"Lce1g","protein_coding","3",92657455,92659645
"16902","ENSMUSG00000023973",72029,"Cnpy3","protein_coding","17",47046631,47063140
"16903","ENSMUSG00000109510",NA,"Gm42417","protein_coding","1",36569274,36578510
"16904","ENSMUSG00000049593",67718,"Lce1h","protein_coding","3",92670522,92672372
"16905","ENSMUSG00000068888",76585,"Lce1i","protein_coding","3",92684517,92686206
"16906","ENSMUSG00000068887",545547,"Lce1j","protein_coding","3",92696147,92697821
"16907","ENSMUSG00000026459",17928,"Myog","protein_coding","1",134217727,134220286
"16908","ENSMUSG00000095870",631101,"Lce1k","protein_coding","3",92713598,92715198
"16909","ENSMUSG00000059832",433619,"Kprp","protein_coding","3",92730381,92734554
"16910","ENSMUSG00000020267",15254,"Hint1","protein_coding","11",54757209,54761327
"16911","ENSMUSG00000079610",109346,"Ankrd39","protein_coding","1",36576588,36586526
"16912","ENSMUSG00000046676",73730,"Lce1l","protein_coding","3",92757256,92758593
"16913","ENSMUSG00000090314",66533,"2310050C09Rik","protein_coding","3",92775666,92777523
"16914","ENSMUSG00000018339",14778,"Gpx3","protein_coding","11",54793279,54801203
"16915","ENSMUSG00000054325",545548,"Lce3a","protein_coding","3",92832594,92833537
"16916","ENSMUSG00000042031",66344,"Lce3b","protein_coding","3",92840286,92841404
"16917","ENSMUSG00000036858",19208,"Ptcra","protein_coding","17",47066589,47074638
"16918","ENSMUSG00000026566",68481,"Mpzl1","protein_coding","1",165419809,165462107
"16919","ENSMUSG00000045475",94060,"Lce3c","protein_coding","3",92851793,92853040
"16920","ENSMUSG00000028289",13841,"Epha7","protein_coding","4",28813131,28967499
"16921","ENSMUSG00000062619",67101,"2310039H08Rik","protein_coding","17",47083561,47084322
"16922","ENSMUSG00000043472",630994,"Lce3d","protein_coding","3",92864697,92865812
"16923","ENSMUSG00000045378",69307,"Pxt1","protein_coding","17",29152958,29162814
"16924","ENSMUSG00000074433",69514,"Lce3e","protein_coding","3",92874368,92875588
"16925","ENSMUSG00000068885",69520,"Lce3f","protein_coding","3",92899533,92900733
"16926","ENSMUSG00000020684",276952,"Rasl10b","protein_coding","11",83299963,83311865
"16927","ENSMUSG00000027913",74175,"Crct1","protein_coding","3",92921512,92922994
"16928","ENSMUSG00000063888",66229,"Rpl7l1","protein_coding","17",47084833,47093598
"16929","ENSMUSG00000027912",66203,"Lce1m","protein_coding","3",92925117,92926367
"16930","ENSMUSG00000026857",66617,"Ntmt1","protein_coding","2",30697838,30713045
"16931","ENSMUSG00000030660",18704,"Pik3c2a","protein_coding","7",115936500,116042684
"16932","ENSMUSG00000096879",229571,"Tdpoz8","protein_coding","3",92976130,92982812
"16933","ENSMUSG00000036568",210982,"Bicral","protein_coding","17",47109046,47169408
"16934","ENSMUSG00000078657",381457,"Crnn","protein_coding","3",93052094,93057126
"16935","ENSMUSG00000020686",237891,"Gas2l2","protein_coding","11",83312728,83320281
"16936","ENSMUSG00000049133",229574,"Flg2","protein_coding","3",93104585,93128698
